year,tmID,confID,playoff,championship,season_wins,season_losses,matches,win_rate,post_matches,post_win_rate,o_pts,o_oreb,o_dreb,o_asts,o_stl,o_to,o_blk,o_pf,offensive_accuracy,d_pts,d_oreb,d_dreb,d_asts,d_stl,d_to,d_blk,d_pf,deffensive_accuracy
10,CON,EA,N,0,16,18,238,0.6008403361344538,31.0,0.5483870967741935,77.97058823529412,10.529411764705882,24.294117647058822,17.88235294117647,7.352941176470588,13.323529411764707,3.823529411764706,19.91176470588235,48.96468827297086,78.05882352941177,9.676470588235293,27.794117647058822,15.441176470588236,7.294117647058823,16.147058823529413,3.676470588235294,20.11764705882353,51.33846753215372
1,DET,EA,N,0,14,18,32,0.4375,0.0,0.0,72.84375,10.65625,20.125,15.71875,8.125,16.5625,2.75,21.90625,48.642046238612764,75.8125,10.34375,20.0,16.03125,8.875,16.96875,4.625,21.0,52.062640892714704
2,DET,EA,N,0,10,22,64,0.375,0.0,0.0,65.71875,10.125,19.40625,14.65625,7.03125,15.5625,2.5625,18.8125,50.58742453208812,70.90625,8.71875,21.9375,13.6875,8.1875,15.09375,3.40625,18.46875,53.3386732739747
3,DET,EA,N,0,9,23,96,0.34375,0.0,0.0,66.0625,11.25,22.46875,14.9375,6.28125,16.90625,4.125,19.03125,47.54674790227581,70.8125,9.8125,20.90625,14.53125,8.65625,13.84375,4.34375,19.90625,50.36342607917034
4,DET,EA,Y,1,25,9,130,0.4461538461538462,8.0,0.75,75.08823529411765,11.147058823529411,25.029411764705884,16.029411764705884,7.735294117647059,17.88235294117647,4.647058823529412,17.794117647058822,51.48598992070828,70.44117647058823,11.470588235294118,19.823529411764707,14.823529411764707,9.088235294117647,14.617647058823529,3.7941176470588234,22.764705882352942,47.90389742242427
5,DET,EA,Y,0,17,17,164,0.4573170731707317,11.0,0.6363636363636364,69.58823529411765,11.676470588235293,22.735294117647058,16.58823529411765,8.147058823529411,15.088235294117647,4.352941176470588,19.058823529411764,47.18189347735316,70.02941176470588,9.558823529411764,21.470588235294116,15.147058823529411,8.5,14.588235294117647,3.8529411764705883,21.41176470588235,51.334005025413646
6,DET,EA,Y,0,16,18,198,0.4595959595959596,13.0,0.5384615384615384,66.08823529411765,12.117647058823529,23.61764705882353,13.941176470588236,7.088235294117647,16.794117647058822,4.5588235294117645,22.38235294117647,46.011617612098405,67.26470588235294,8.029411764705882,21.91176470588235,13.911764705882353,8.0,15.294117647058824,4.0,21.88235294117647,49.67136670590078
7,DET,EA,Y,1,23,11,232,0.49137931034482757,23.0,0.6086956521739131,74.32352941176471,11.941176470588236,25.88235294117647,16.823529411764707,6.264705882352941,15.794117647058824,4.029411764705882,20.91176470588235,49.458441423122615,70.11764705882354,9.529411764705882,22.352941176470587,13.941176470588236,8.088235294117647,14.882352941176471,3.176470588235294,21.558823529411764,48.449832489591586
8,DET,EA,Y,0,24,10,266,0.518796992481203,34.0,0.5882352941176471,79.32352941176471,11.176470588235293,27.38235294117647,16.558823529411764,6.676470588235294,16.58823529411765,3.4411764705882355,20.647058823529413,51.510870729580674,74.70588235294117,9.088235294117647,22.941176470588236,16.058823529411764,8.117647058823529,15.558823529411764,3.4411764705882355,22.558823529411764,49.67642920657623
9,DET,EA,Y,1,22,12,300,0.5333333333333333,43.0,0.627906976744186,78.58823529411765,11.911764705882353,24.794117647058822,17.764705882352942,8.176470588235293,14.588235294117647,3.4705882352941178,21.294117647058822,50.82179586290908,74.17647058823529,9.529411764705882,22.38235294117647,15.294117647058824,6.735294117647059,16.823529411764707,3.5,22.41176470588235,50.5076541792023
10,DET,EA,Y,0,18,16,334,0.5329341317365269,48.0,0.625,78.0,10.970588235294118,25.08823529411765,16.91176470588235,7.676470588235294,16.058823529411764,2.8529411764705883,22.529411764705884,50.96270373000383,77.76470588235294,9.411764705882353,22.970588235294116,15.411764705882353,8.205882352941176,15.617647058823529,3.235294117647059,21.058823529411764,50.920234220950775
1,HOU,WE,Y,1,27,5,32,0.84375,6.0,1.0,77.34375,8.53125,22.625,15.4375,8.875,13.75,3.25,17.3125,54.750166888052966,64.5625,9.0625,19.125,14.78125,7.28125,15.0,2.65625,20.25,47.68566432714064
2,HOU,WE,Y,0,19,13,64,0.71875,8.0,0.75,63.96875,10.875,22.1875,13.3125,7.84375,13.625,2.96875,15.90625,49.28983848818406,62.3125,9.28125,21.40625,14.125,7.75,13.53125,3.75,17.53125,48.15257371019453
3,HOU,WE,Y,0,24,8,96,0.7291666666666666,11.0,0.6363636363636364,64.75,9.34375,21.9375,14.0625,8.125,14.21875,3.9375,14.59375,50.91022160228118,59.125,9.65625,20.75,13.9375,8.1875,14.5,2.21875,18.9375,47.20314469961574
4,HOU,WE,Y,0,20,14,130,0.6923076923076923,14.0,0.5714285714285714,66.0,7.823529411764706,22.470588235294116,13.676470588235293,6.794117647058823,13.235294117647058,3.7941176470588234,14.411764705882353,51.82619906890431,63.0,8.764705882352942,20.823529411764707,15.176470588235293,6.676470588235294,12.647058823529411,3.588235294117647,18.647058823529413,48.978591954022995
5,HOU,WE,N,0,13,21,164,0.6280487804878049,14.0,0.5714285714285714,64.02941176470588,9.147058823529411,21.294117647058822,13.264705882352942,7.117647058823529,14.235294117647058,3.1470588235294117,16.323529411764707,50.037355479665365,65.02941176470588,9.852941176470589,21.176470588235293,15.852941176470589,7.588235294117647,13.852941176470589,3.7941176470588234,19.264705882352942,50.06385253908011
6,HOU,WE,Y,0,19,15,198,0.6161616161616161,19.0,0.5263157894736842,67.91176470588235,8.117647058823529,20.11764705882353,13.735294117647058,7.235294117647059,12.5,3.088235294117647,17.08823529411765,50.47079356663132,66.55882352941177,8.058823529411764,20.205882352941178,15.911764705882353,5.794117647058823,14.147058823529411,3.264705882352941,20.147058823529413,51.188285375614704
7,HOU,WE,Y,0,18,16,232,0.603448275862069,21.0,0.47619047619047616,73.73529411764706,8.911764705882353,24.176470588235293,15.647058823529411,7.411764705882353,16.647058823529413,2.4705882352941178,18.147058823529413,50.376377550680786,72.02941176470588,9.911764705882353,23.147058823529413,15.470588235294118,8.764705882352942,15.264705882352942,2.6176470588235294,20.735294117647058,47.92449806218493
8,HOU,WE,N,0,13,21,266,0.575187969924812,21.0,0.47619047619047616,73.82352941176471,11.0,22.647058823529413,16.41176470588235,8.5,18.61764705882353,3.2058823529411766,19.264705882352942,51.31207218534306,77.29411764705883,10.058823529411764,21.205882352941178,17.294117647058822,9.117647058823529,16.705882352941178,4.705882352941177,19.91176470588235,52.449617527345325
9,HOU,WE,N,0,17,17,300,0.5666666666666667,21.0,0.47619047619047616,75.32352941176471,11.058823529411764,23.61764705882353,16.352941176470587,8.676470588235293,17.61764705882353,3.5294117647058822,21.41176470588235,49.93449512859275,76.6470588235294,10.264705882352942,21.852941176470587,15.941176470588236,9.205882352941176,16.323529411764707,4.852941176470588,21.88235294117647,51.13812631881387
1,IND,EA,N,0,9,23,32,0.28125,0.0,0.0,69.15625,8.90625,20.21875,15.65625,8.46875,16.1875,3.9375,20.0625,51.85725764853797,71.5625,10.03125,19.78125,16.5,8.34375,14.875,2.34375,19.125,50.182706769413535
2,IND,EA,N,0,10,22,64,0.296875,0.0,0.0,67.28125,8.9375,20.28125,14.3125,7.5625,15.34375,3.6875,18.75,52.29620112252395,70.28125,9.5625,20.625,17.65625,8.0,14.5625,4.375,19.25,50.42738488994618
3,IND,EA,Y,0,16,16,96,0.3645833333333333,3.0,0.3333333333333333,65.53125,9.84375,19.78125,13.96875,8.375,13.6875,3.125,17.46875,50.550747217778365,66.53125,9.0,20.125,15.84375,7.0625,14.6875,4.53125,20.21875,50.1781080607493
4,IND,EA,N,0,16,18,130,0.3923076923076923,3.0,0.3333333333333333,68.73529411764706,9.823529411764707,19.235294117647058,15.852941176470589,8.794117647058824,13.941176470588236,3.5588235294117645,19.647058823529413,52.15728973181546,68.26470588235294,9.088235294117647,19.91176470588235,16.764705882352942,6.676470588235294,15.058823529411764,5.0,18.558823529411764,52.6541979618275
