year,tmID,playoff,confID,season_wins,season_losses,matches,win_rate,post_matches,post_win_rate,total_championships,players_nrAwards,o_pts,o_oreb,o_dreb,o_asts,o_stl,o_to,o_blk,o_pf,offensive_accuracy,d_pts,d_oreb,d_dreb,d_asts,d_stl,d_to,d_blk,d_pf,deffensive_accuracy,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,dq,PostPoints,PostoRebounds,PostdRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostDQ,accuracy,PostAccuracy,coach_total_nrAwards,coach_matches,coach_win_rate
3,CHA,Y,EA,18,14,64,0.40625,8.0,0.5,0,0.0,64.21875,9.65625,19.96875,14.59375,6.78125,14.8125,3.5625,18.90625,51.76976368748919,62.78125,10.75,17.71875,13.84375,8.03125,13.96875,3.875,18.09375,49.079334948067,184.0,26.636363636363637,53.27272727272727,43.36363636363637,19.272727272727273,9.181818181818182,41.18181818181818,50.09090909090909,0.36363636363636365,38.63636363636363,5.454545454545454,12.181818181818182,10.0,4.181818181818182,2.5454545454545454,8.909090909090908,12.0,0.0,51.49403398774696,52.245924414616795,0.0,64.0,0.421875
3,CLE,N,EA,22,10,64,0.609375,9.0,0.4444444444444444,0,0.0,62.625,9.28125,20.6875,15.71875,8.34375,13.875,2.59375,16.625,49.47083400472604,55.875,9.28125,18.5625,13.5625,7.03125,15.5,3.96875,18.65625,47.860042021366255,186.33333333333334,28.333333333333332,61.333333333333336,41.44444444444444,25.555555555555557,7.444444444444445,37.111111111111114,47.666666666666664,0.1111111111111111,17.88888888888889,3.3333333333333335,4.555555555555555,3.6666666666666665,1.8888888888888888,1.2222222222222223,3.2222222222222223,4.888888888888889,0.0,50.25837846394574,51.50793650793651,1.0,64.0,0.609375
3,DET,N,EA,10,22,64,0.375,0.0,0.0,0,0.0,65.71875,10.125,19.40625,14.65625,7.03125,15.5625,2.5625,18.8125,50.58742453208812,70.90625,8.71875,21.9375,13.6875,8.1875,15.09375,3.40625,18.46875,53.3386732739747,198.11111111111111,30.444444444444443,58.333333333333336,43.55555555555556,20.666666666666668,6.777777777777778,45.111111111111114,56.22222222222222,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.47271703436087,0.0,0.0,32.0,0.3125
3,HOU,Y,WE,19,13,64,0.71875,8.0,0.75,1,1.0,63.96875,10.875,22.1875,13.3125,7.84375,13.625,2.96875,15.90625,49.28983848818406,62.3125,9.28125,21.40625,14.125,7.75,13.53125,3.75,17.53125,48.15257371019453,200.0,27.916666666666668,64.91666666666667,49.75,30.083333333333332,9.083333333333334,44.25,51.0,0.3333333333333333,9.416666666666666,1.25,4.083333333333333,1.8333333333333333,0.5833333333333334,0.5833333333333334,2.25,2.5,0.0,49.963023190621634,45.32938076416337,0.0,64.0,0.71875
3,IND,Y,EA,10,22,64,0.296875,0.0,0.0,0,0.0,67.28125,8.9375,20.28125,14.3125,7.5625,15.34375,3.6875,18.75,52.29620112252395,70.28125,9.5625,20.625,17.65625,8.0,14.5625,4.375,19.25,50.42738488994618,190.0,25.875,48.375,35.25,17.625,7.875,41.375,54.125,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.137222385369704,0.0,0.0,32.0,0.3125
3,LAS,Y,WE,28,4,64,0.875,11.0,0.7272727272727273,1,3.0,76.28125,10.9375,23.59375,18.625,8.78125,13.6875,4.3125,19.25,52.46246959846713,67.6875,9.1875,19.59375,16.8125,7.3125,14.15625,3.5625,18.46875,49.04543893780682,256.9,36.6,75.6,52.8,26.3,15.1,45.5,66.5,0.9,45.4,6.6,16.0,9.5,4.3,5.3,7.6,10.0,0.0,50.49086098933528,50.81278464979653,1.0,64.0,0.875
3,MIA,N,EA,20,12,64,0.515625,3.0,0.3333333333333333,0,1.0,61.15625,9.125,20.34375,14.59375,9.375,14.0,4.78125,18.8125,49.57468319831509,59.3125,9.40625,20.84375,12.125,8.09375,16.0,2.71875,16.8125,47.05687903486472,171.7,25.6,50.9,39.6,25.0,8.4,37.1,50.4,0.3,10.8,2.3,4.0,2.7,1.6,0.7,2.5,4.0,0.1,50.24567696973009,38.82053618895724,0.0,64.0,0.515625
3,MIN,N,WE,12,20,64,0.421875,0.0,0.0,0,0.0,64.90625,9.625,21.65625,13.65625,6.5625,15.84375,3.96875,21.71875,48.61573847525942,67.375,10.25,21.5,15.96875,8.09375,14.6875,3.9375,22.46875,50.46919773304644,176.33333333333334,24.333333333333332,51.44444444444444,27.0,15.0,8.777777777777779,36.55555555555556,47.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.17979679828978,0.0,0.0,64.0,0.421875
3,NYL,Y,EA,21,11,64,0.640625,13.0,0.5384615384615384,0,1.0,67.5625,7.96875,20.625,17.28125,8.28125,13.65625,2.5625,19.25,50.25789279458619,65.0625,9.5,21.21875,13.4375,6.96875,15.5,2.375,18.75,49.36145156670697,245.88888888888889,29.0,72.33333333333333,62.0,30.555555555555557,8.555555555555555,46.0,67.22222222222223,0.5555555555555556,37.55555555555556,6.333333333333333,12.555555555555555,9.555555555555555,5.0,2.2222222222222223,7.888888888888889,10.555555555555555,0.1111111111111111,50.828941537472836,46.431665583712366,0.0,64.0,0.640625
3,ORL,N,EA,13,19,64,0.453125,3.0,0.3333333333333333,0,0.0,66.875,11.125,19.1875,14.125,10.0,16.625,3.90625,20.09375,48.69533060540892,68.90625,9.875,20.59375,16.6875,9.3125,17.0625,3.5625,18.75,50.64350864938231,186.2,33.3,59.9,34.8,27.2,13.1,44.1,63.3,0.5,3.8,0.7,1.2,0.2,0.3,0.3,0.6,1.1,0.0,48.13132107121074,0.0,0.0,0.0,0.0
