year,tmID,playoff,confID,season_wins,season_losses,matches,win_rate,post_matches,post_win_rate,total_championships,players_nrAwards,o_pts,o_oreb,o_dreb,o_asts,o_stl,o_to,o_blk,o_pf,offensive_accuracy,d_pts,d_oreb,d_dreb,d_asts,d_stl,d_to,d_blk,d_pf,deffensive_accuracy,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,dq,PostPoints,PostoRebounds,PostdRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostDQ,accuracy,PostAccuracy,coach_total_nrAwards,coach_matches,coach_win_rate
10,ATL,Y,EA,4,30,34,0.1176470588235294,0.0,0.0,0,0.0,74.52941176470588,10.0,21.676470588235293,14.470588235294118,8.382352941176471,17.441176470588236,4.176470588235294,23.41176470588235,49.39157722358416,84.67647058823529,11.794117647058824,25.41176470588235,20.11764705882353,9.117647058823527,16.5,3.941176470588236,21.352941176470587,51.071593382559,241.11111111111111,40.888888888888886,76.0,47.111111111111114,28.555555555555557,13.222222222222221,48.44444444444444,75.66666666666667,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.21976051431426,0.0,0.0,34.0,0.1176470588235294
10,CHI,N,EA,12,22,102,0.3039215686274509,0.0,0.0,0,0.0,72.70588235294117,10.5,22.647058823529413,16.11764705882353,7.911764705882353,15.441176470588236,4.382352941176471,18.794117647058822,48.1752388014902,73.82352941176471,10.764705882352942,23.352941176470587,15.617647058823527,7.5,15.352941176470589,3.647058823529412,20.029411764705884,50.780510688962806,241.375,28.25,76.625,55.125,24.25,15.125,45.5,55.625,0.25,3.0,0.0,0.25,0.75,0.125,0.0,0.625,0.375,0.0,49.922113729990855,67.06349206349206,0.0,34.0,0.3529411764705882
10,CON,N,EA,21,13,204,0.6225490196078431,31.0,0.5483870967741935,1,0.0,79.11764705882354,10.882352941176473,25.558823529411764,17.852941176470587,6.205882352941177,14.323529411764708,2.8529411764705883,18.5,49.93277902701302,74.73529411764706,10.588235294117649,24.705882352941178,16.294117647058822,7.411764705882353,14.676470588235292,3.0588235294117645,20.676470588235293,49.28341743085553,277.7,33.2,81.5,62.9,22.6,10.7,48.7,64.4,0.3,20.0,3.2,5.7,4.0,1.9,0.4,4.0,4.3,0.0,50.95518024634994,47.89445157609471,2.0,204.0,0.6225490196078431
10,DET,Y,EA,22,12,300,0.5333333333333333,43.0,0.627906976744186,3,1.0,78.58823529411765,11.911764705882351,24.794117647058822,17.764705882352942,8.176470588235293,14.588235294117649,3.4705882352941178,21.294117647058822,50.82179586290908,74.17647058823529,9.529411764705882,22.38235294117647,15.294117647058824,6.735294117647059,16.823529411764707,3.5,22.41176470588235,50.5076541792023,244.71428571428572,36.57142857142857,79.07142857142857,51.0,27.071428571428573,10.642857142857142,44.57142857142857,64.0,0.2857142857142857,47.142857142857146,6.0,15.428571428571429,8.214285714285714,4.0,2.357142857142857,7.571428571428571,11.0,0.0,51.38460353147545,53.06852231135386,1.0,226.0,0.6017699115044248
10,IND,Y,EA,17,17,300,0.4866666666666667,18.0,0.3888888888888889,0,1.0,72.73529411764706,10.264705882352942,22.88235294117647,14.705882352941176,9.529411764705882,17.205882352941178,4.852941176470588,21.38235294117647,49.93273912417086,72.26470588235294,9.941176470588236,24.5,14.029411764705882,8.647058823529411,17.88235294117647,3.823529411764706,19.38235294117647,50.30245283406708,207.66666666666666,35.333333333333336,71.58333333333333,41.916666666666664,28.5,13.333333333333334,45.75,67.0,0.6666666666666666,18.0,2.0833333333333335,7.416666666666667,3.9166666666666665,2.3333333333333335,1.3333333333333333,3.6666666666666665,6.833333333333333,0.0,50.347831932591035,50.213773900482764,0.0,130.0,0.3846153846153846
10,LAS,Y,WE,20,14,300,0.6733333333333333,42.0,0.5952380952380952,2,3.0,76.41176470588235,11.352941176470589,26.352941176470587,18.029411764705884,7.382352941176471,17.88235294117647,6.352941176470588,20.97058823529412,49.5820268519731,74.20588235294117,10.558823529411764,22.58823529411765,15.088235294117649,8.911764705882353,15.382352941176473,4.147058823529412,21.08823529411765,49.03198488395069,370.0,46.22222222222222,117.77777777777777,70.77777777777777,32.0,26.0,79.22222222222223,78.77777777777777,0.6666666666666666,34.333333333333336,6.0,13.11111111111111,8.444444444444445,3.4444444444444446,3.7777777777777777,8.0,10.555555555555555,0.2222222222222222,51.853398975307755,48.1222159483029,1.0,218.0,0.6834862385321101
10,MIN,N,WE,16,18,300,0.41,5.0,0.2,0,1.0,81.38235294117646,10.382352941176473,23.294117647058822,16.38235294117647,9.088235294117649,13.882352941176473,3.852941176470588,22.08823529411765,50.23239404882974,80.02941176470588,10.294117647058824,25.352941176470587,17.264705882352942,7.294117647058823,17.029411764705884,4.117647058823529,22.0,50.88346507016103,274.22222222222223,36.0,75.33333333333333,49.55555555555556,27.444444444444443,15.666666666666666,42.22222222222222,69.55555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.51035975874103,0.0,0.0,0.0,0.0
10,NYL,N,EA,19,15,300,0.5233333333333333,37.0,0.4594594594594595,0,0.0,75.67647058823529,9.617647058823527,22.88235294117647,16.205882352941178,8.529411764705882,16.08823529411765,3.4411764705882355,19.264705882352946,51.26341930378078,74.6470588235294,10.352941176470589,24.205882352941178,14.588235294117649,8.382352941176471,16.441176470588236,3.2058823529411766,18.38235294117647,51.71753292107309,237.9,33.3,71.4,51.2,26.4,10.4,46.8,60.3,0.4,36.7,4.6,13.9,7.7,3.2,1.9,7.6,10.3,0.0,51.066778871993115,45.98852579595493,0.0,154.0,0.487012987012987
10,PHO,Y,WE,16,18,300,0.4733333333333333,11.0,0.6363636363636364,1,0.0,88.52941176470588,11.029411764705882,25.029411764705884,16.470588235294116,6.823529411764706,14.382352941176473,4.588235294117647,23.352941176470587,52.96047326559127,88.5,12.941176470588236,25.235294117647054,19.11764705882353,6.882352941176471,14.705882352941176,3.794117647058824,21.08823529411765,50.51378974283151,272.0,28.0,68.6,50.6,21.4,11.8,40.3,64.6,0.9,4.8,0.3,1.1,2.1,0.6,0.1,1.3,1.0,0.0,52.60830819783582,53.24675324675325,0.0,34.0,0.4705882352941176
10,SAC,N,WE,18,16,300,0.5833333333333334,42.0,0.5714285714285714,1,0.0,74.8529411764706,11.411764705882351,21.205882352941178,13.911764705882351,9.382352941176473,17.235294117647058,2.264705882352941,20.294117647058822,51.37739317134109,75.61764705882354,9.058823529411764,22.558823529411764,17.08823529411765,7.852941176470588,18.352941176470587,6.0588235294117645,22.323529411764707,51.579356475454375,241.55555555555554,31.77777777777778,64.33333333333333,43.55555555555556,31.444444444444443,7.333333333333333,46.55555555555556,59.55555555555556,0.3333333333333333,18.666666666666668,2.111111111111111,6.0,5.222222222222222,2.2222222222222223,0.5555555555555556,4.777777777777778,5.777777777777778,0.1111111111111111,53.30268308185724,54.75796421120206,0.0,68.0,0.5441176470588235
