year,tmID,playoff,confID,season_wins,season_losses,matches,win_rate,post_matches,post_win_rate,total_championships,players_nrAwards,o_pts,o_oreb,o_dreb,o_asts,o_stl,o_to,o_blk,o_pf,offensive_accuracy,d_pts,d_oreb,d_dreb,d_asts,d_stl,d_to,d_blk,d_pf,deffensive_accuracy,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,dq,PostPoints,PostoRebounds,PostdRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostDQ,accuracy,PostAccuracy,coach_total_nrAwards,coach_matches,coach_win_rate
9,ATL,N,EA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.41666666666666,20.833333333333332,44.416666666666664,30.583333333333332,14.833333333333334,6.666666666666667,31.5,41.166666666666664,0.16666666666666666,9.916666666666666,0.8333333333333334,2.5833333333333335,2.0833333333333335,0.6666666666666666,0.6666666666666666,1.5833333333333333,3.0,0.08333333333333333,52.01969650763931,45.40646532364959,0.0,0.0,0.0
9,CHI,N,EA,14.0,20.0,68.0,0.2794117647058823,0.0,0.0,0.0,1.0,74.26470588235294,11.264705882352942,23.0,17.558823529411764,7.705882352941177,15.0,3.294117647058824,18.647058823529413,47.48321960750726,76.79411764705883,11.147058823529411,24.88235294117647,17.176470588235293,7.117647058823529,16.647058823529413,4.0588235294117645,20.08823529411765,53.0748641804429,235.77777777777777,37.22222222222222,78.77777777777777,56.77777777777778,26.666666666666668,12.0,44.111111111111114,54.44444444444444,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,49.36868686868687,31.11111111111111,0.0,0.0,0.0
9,CON,Y,EA,18.0,16.0,170.0,0.6235294117647059,28.0,0.5714285714285714,1.0,0.0,78.67647058823529,10.411764705882351,25.529411764705884,18.205882352941178,8.0,15.882352941176473,4.588235294117647,18.852941176470587,51.61041536773925,76.26470588235294,9.911764705882351,24.764705882352946,17.08823529411765,7.235294117647059,15.411764705882351,2.5,18.61764705882353,50.742944616607474,305.3333333333333,34.333333333333336,88.5,71.66666666666667,29.0,7.5,59.166666666666664,67.0,0.3333333333333333,32.333333333333336,2.5,10.666666666666666,8.333333333333334,1.3333333333333333,0.5,5.833333333333333,6.5,0.0,51.37450045483701,53.0470920263882,1.0,170.0,0.6235294117647059
9,DET,Y,EA,24.0,10.0,266.0,0.518796992481203,34.0,0.5882352941176471,2.0,2.0,79.32352941176471,11.176470588235292,27.38235294117647,16.558823529411764,6.676470588235294,16.58823529411765,3.4411764705882355,20.647058823529413,51.510870729580674,74.70588235294117,9.088235294117649,22.94117647058824,16.058823529411764,8.117647058823529,15.558823529411764,3.4411764705882355,22.558823529411764,49.67642920657623,250.58333333333334,38.333333333333336,82.75,47.416666666666664,24.083333333333332,12.5,47.416666666666664,64.41666666666667,0.6666666666666666,56.666666666666664,11.25,22.666666666666668,11.666666666666666,3.9166666666666665,3.0833333333333335,10.5,17.416666666666668,0.25,50.71634139832839,49.172741389512126,1.0,192.0,0.59375
9,HOU,N,WE,13.0,21.0,266.0,0.575187969924812,21.0,0.4761904761904761,1.0,0.0,73.82352941176471,11.0,22.647058823529413,16.41176470588235,8.5,18.61764705882353,3.2058823529411766,19.264705882352946,51.31207218534306,77.29411764705883,10.058823529411764,21.205882352941178,17.294117647058822,9.117647058823527,16.705882352941178,4.705882352941177,19.91176470588235,52.449617527345325,269.6666666666667,37.666666666666664,85.55555555555556,52.888888888888886,27.666666666666668,10.88888888888889,57.888888888888886,69.44444444444444,0.3333333333333333,6.333333333333333,0.8888888888888888,1.8888888888888888,3.111111111111111,0.5555555555555556,0.2222222222222222,1.4444444444444444,1.4444444444444444,0.0,52.255356515463646,49.12917271407837,0.0,48.0,0.5
9,IND,Y,EA,21.0,13.0,266.0,0.4849624060150376,15.0,0.4,0.0,1.0,72.94117647058823,10.029411764705882,23.88235294117647,15.029411764705882,9.058823529411764,17.323529411764707,4.0,19.0,51.25299020024604,69.70588235294117,10.852941176470589,23.38235294117647,13.970588235294118,8.235294117647058,17.941176470588236,3.3529411764705883,19.5,48.972326351687954,280.5,33.25,79.875,64.875,39.5,13.875,63.125,67.5,0.5,31.5,4.375,13.625,7.875,5.0,2.25,6.5,8.375,0.125,51.238741224394026,46.77790660550151,0.0,0.0,0.0
9,LAS,Y,WE,10.0,24.0,266.0,0.6842105263157895,36.0,0.6111111111111112,2.0,0.0,74.5,10.470588235294118,23.029411764705884,16.294117647058822,7.205882352941177,16.794117647058822,3.147058823529412,21.529411764705884,51.49900650528576,79.6470588235294,10.088235294117649,24.58823529411765,18.11764705882353,8.529411764705882,16.176470588235293,4.029411764705882,17.794117647058822,51.60712026719558,203.9,31.6,80.0,35.7,18.2,14.7,44.7,64.8,0.6,5.4,1.0,2.8,0.8,1.0,0.8,0.9,1.1,0.0,50.80448888970841,46.50326797385621,1.0,184.0,0.7010869565217391
9,MIN,N,WE,10.0,24.0,266.0,0.4022556390977443,5.0,0.2,0.0,0.0,77.52941176470588,11.676470588235292,23.08823529411765,17.529411764705884,7.0,16.5,2.794117647058824,20.97058823529412,50.95923617347727,80.94117647058823,9.352941176470589,23.529411764705884,16.61764705882353,8.205882352941176,15.558823529411764,4.323529411764706,18.97058823529412,52.78964928733229,261.375,27.125,71.625,64.75,22.625,9.0,52.875,53.75,0.625,14.125,0.5,2.75,1.0,1.125,0.25,1.125,1.875,0.0,53.607251064682046,61.63398692810458,0.0,34.0,0.2941176470588235
9,NYL,Y,EA,16.0,18.0,266.0,0.518796992481203,31.0,0.4516129032258064,0.0,1.0,70.97058823529412,8.441176470588236,23.176470588235293,14.705882352941176,8.5,18.0,3.2058823529411766,18.176470588235293,51.012475422988345,73.55882352941177,11.117647058823527,24.61764705882353,14.970588235294118,9.441176470588236,16.529411764705884,3.3823529411764706,17.88235294117647,49.911349361143785,236.1,27.5,76.4,49.7,28.5,10.9,57.1,60.0,0.2,21.0,1.9,8.5,4.7,2.3,0.8,3.6,5.1,0.0,50.72677817850243,50.143364715966435,0.0,120.0,0.4666666666666667
9,PHO,N,WE,23.0,11.0,266.0,0.4736842105263157,11.0,0.6363636363636364,1.0,1.0,88.97058823529412,8.205882352941176,25.676470588235293,20.08823529411765,8.382352941176471,14.294117647058824,4.676470588235294,19.352941176470587,53.64272473177485,85.41176470588235,13.088235294117649,27.794117647058822,18.47058823529412,7.176470588235294,17.5,3.2058823529411766,20.11764705882353,52.70863513310454,247.88888888888889,21.666666666666668,71.44444444444444,60.888888888888886,22.77777777777778,12.666666666666666,41.333333333333336,54.22222222222222,0.3333333333333333,76.0,7.111111111111111,18.22222222222222,14.88888888888889,5.444444444444445,2.888888888888889,8.0,12.444444444444445,0.1111111111111111,52.800372536208165,56.12920277178197,0.0,0.0,0.0
9,SAC,Y,WE,19.0,15.0,266.0,0.5902255639097744,39.0,0.5897435897435898,1.0,0.0,74.32352941176471,13.294117647058824,21.264705882352946,15.794117647058824,9.558823529411764,17.970588235294116,2.9705882352941178,18.88235294117647,51.04614425889048,72.94117647058823,9.058823529411764,21.11764705882353,15.941176470588236,8.058823529411764,19.08823529411765,4.147058823529412,20.264705882352946,51.309347970134034,211.33333333333334,39.55555555555556,64.22222222222223,43.111111111111114,26.22222222222222,8.0,42.111111111111114,48.55555555555556,0.4444444444444444,18.77777777777778,2.5555555555555554,5.555555555555555,3.888888888888889,2.6666666666666665,1.1111111111111112,3.4444444444444446,4.666666666666667,0.0,51.402352595188084,52.03065134099616,0.0,34.0,0.5588235294117647
9,SAS,Y,WE,20.0,14.0,170.0,0.3588235294117647,5.0,0.4,0.0,0.0,74.02941176470588,9.5,22.47058823529412,16.676470588235293,8.323529411764707,16.41176470588235,3.823529411764706,19.205882352941178,53.13522070501225,73.05882352941177,10.617647058823527,22.823529411764707,15.176470588235292,7.558823529411764,17.147058823529413,4.029411764705882,18.205882352941178,50.51037636907152,276.6666666666667,31.0,80.83333333333333,73.66666666666667,30.166666666666668,15.833333333333334,57.333333333333336,69.16666666666667,0.16666666666666666,54.333333333333336,7.166666666666667,14.666666666666666,14.333333333333334,4.166666666666667,3.0,9.166666666666666,11.833333333333334,0.16666666666666666,54.29797975735509,56.57162704051024,2.0,232.0,0.4568965517241379
